averages_left_muscle_activity,averages_right_muscle_activity,muscles
0.672734609595,0.685642805919,b1
0.221269449125,0.252801863258,b2
0.631187000026,0.715755780253,b3
0.277186457401,0.270375112232,i1
0.259460940949,0.388662283061,i2
0.177331887852,0.140086750121,iii1
0.614335229119,0.557641466324,iii3
0.241578140877,0.33600095199,hg1
0.326495111141,0.315683917792,hg2
0.0196927881936,,hg3
0.161257752846,0.630788989294,hg4
