averages_left_muscle_activity,averages_right_muscle_activity,muscles
0.671951862398,0.685986506466,b1
0.218625896081,0.252372378852,b2
0.642955958676,0.667376466909,b3
0.375131598191,0.273120157685,i1
0.424637354517,0.378915937397,i2
0.173707693649,0.146741512079,iii1
0.47103897177,0.591226028773,iii3
0.341877205295,0.347438715106,hg1
0.357408087923,0.334739760498,hg2
0.00793999499192,,hg3
0.170605724221,0.549625349662,hg4
